규칙,청산,진입,n,승률,PF,평균%,누적%,MDD,흑자월,무작위PF,무작위max,초과,점수
24h범위 하단반전,1.0/3.0/288,시장가,555,30.090090090090087,0.7507024317020706,-0.18273679083830688,-65.81081233773844,-66.42130357001273,2/13,0.8637119337049288,0.8933500940459507,-0.14264766234388004,-0.14264766234388004
24h범위 하단반전,1.0/3.0/288,지정가,516,30.23255813953488,0.7701648636102143,-0.16460362563876813,-59.4969184319309,-60.62869175992584,2/13,0.935438710326337,0.9952190276745946,-0.22505416406438028,-0.22505416406438028
24h범위 하단반전,1.5/3.0/288,시장가,436,38.53211009174312,0.81846738803966,-0.15403808837292743,-52.16380798741361,-54.352622269714026,3/13,0.93971967877357,1.0310253330591825,-0.21255794501952252,-0.21255794501952252
24h범위 하단반전,1.5/3.0/288,지정가,407,37.34643734643734,0.7566502316115536,-0.20966776918571667,-59.85209815233927,-60.98443995180985,3/13,0.9543119269642945,1.0194899426306807,-0.26283971101912706,-0.26283971101912706
24h범위 하단반전,1.5/4.5/576,시장가,314,33.75796178343949,0.8871641732698214,-0.11657741737673157,-35.75197748225156,-39.42777835755806,5/13,0.975215867055832,1.0239577992593918,-0.13679362598957034,-0.13679362598957034
24h범위 하단반전,1.5/4.5/576,지정가,302,33.11258278145696,0.8470742041331065,-0.15500238295887692,-41.496731079225256,-45.15838302897626,5/13,0.9804112509235757,1.092990881862876,-0.24591667772976944,-0.24591667772976944
24h범위 하단반전,2.0/4.0/576,시장가,273,38.46153846153847,0.8060352280112166,-0.23312570900844864,-50.981552157396614,-50.84788217644019,3/13,1.042128833869583,1.2510802188459613,-0.4450449908347447,-0.4450449908347447
24h범위 하단반전,2.0/4.0/576,지정가,259,37.45173745173745,0.7781965371510556,-0.2664367295037798,-53.24051387604547,-53.858584171072835,3/13,1.087862897197858,1.3382215744638675,-0.5600250373128118,-0.5600250373128118
24h범위 하단반전+미국장,1.0/2.0/144,시장가,274,33.941605839416056,0.6371141242269764,-0.2263998341130324,-47.172205831210626,-46.777234603818464,2/13,0.7640423849067521,0.7866570739494833,-0.1495429497225068,-0.1495429497225068
24h범위 하단반전+미국장,1.0/2.0/144,지정가,244,34.42622950819672,0.6493386055353777,-0.21600486233682975,-41.88919472738857,-41.26026002400487,2/13,0.8777382518174742,0.9155077795826813,-0.26616917404730356,-0.26616917404730356
24h범위 하단반전+미국장,1.0/3.0/288,시장가,267,31.835205992509362,0.7467881019176519,-0.1812747389264432,-40.00693328001148,-40.98407054953711,4/13,0.9030833943412165,0.9321856195020197,-0.18539751758436784,-0.18539751758436784
24h범위 하단반전+미국장,1.0/3.0/288,지정가,238,29.411764705882355,0.6607727241474347,-0.24526980818511684,-45.43814099356449,-44.84761662465767,2/13,0.9690588846283784,1.0812349128713221,-0.4204621887238874,-0.4204621887238874
24h범위 하단반전+미국장,1.5/3.0/288,시장가,228,39.473684210526315,0.7447112432831668,-0.2130389669002679,-40.33615807156068,-41.50465737339917,3/13,0.9449314692874432,0.9869057874415091,-0.2421945441583423,-0.2421945441583423
24h범위 하단반전+미국장,1.5/3.0/288,지정가,203,39.90147783251231,0.7612582854424153,-0.19311450542997838,-34.21611526684395,-36.20991148567797,3/13,0.9928866374492316,1.0960361163004901,-0.3347778308580749,-0.3347778308580749
24h범위 하단반전+미국장,1.5/4.5/576,시장가,183,38.25136612021858,0.9725609736459889,-0.02635471186496014,-8.734385462152849,-29.013264737540545,5/13,0.7699871827323918,0.8631717688855243,0.10938920476046465,0.10938920476046465
24h범위 하단반전+미국장,1.5/4.5/576,지정가,170,40.588235294117645,1.0182382526094542,0.016465279579755503,-0.9682927215961867,-20.560367514948354,6/13,0.8617918977228823,0.9892559396522829,0.028982312957171352,0.028982312957171352
24h범위 하단반전+미국장,2.0/4.0/576,시장가,167,43.11377245508982,0.9210493313544179,-0.08532183083835346,-17.079387618281327,-37.02094276207315,5/13,0.8203866587832959,0.9043912294645265,0.016658101889891364,0.016658101889891364
24h범위 하단반전+미국장,2.0/4.0/576,지정가,152,44.73684210526316,0.9853014357860287,-0.015505596185282812,-6.26781316620132,-23.716381172230893,4/13,0.891923976084351,1.1422464398930645,-0.15694500410703582,-0.15694500410703582
VWAP 2σ 복귀,1.0/2.0/144,시장가,931,38.34586466165413,0.7595215329384687,-0.13819621390256318,-74.0136353823569,-75.56365336602069,1/13,0.8099595102127894,0.838444924436216,-0.0789233914977473,-0.0789233914977473
VWAP 2σ 복귀,1.0/2.0/144,지정가,847,37.54427390791027,0.7770834374502106,-0.12672414342292926,-67.65070674250033,-69.03354657569724,2/13,0.8458657366915235,0.8849704061501421,-0.10788696869993153,-0.10788696869993153
VWAP 2σ 복귀,1.0/3.0/288,시장가,632,31.170886075949365,0.7910288553895736,-0.1490033196676974,-63.57365841725312,-67.50396250812426,2/13,0.8327085118928474,0.8781240995746532,-0.08709524418507963,-0.08709524418507963
VWAP 2σ 복귀,1.0/3.0/288,지정가,601,28.286189683860236,0.6755585779921994,-0.2372220258971485,-77.35360076891848,-79.06976683814828,1/13,0.9027619378281772,1.029764002098233,-0.3542054241060336,-0.3542054241060336
VWAP 2σ 복귀,1.5/3.0/288,시장가,512,39.453125,0.7945610799127755,-0.1735947217892697,-61.847404939983086,-67.13833288337217,3/13,0.8707118186974531,0.9565230240835519,-0.16196194417077647,-0.16196194417077647
VWAP 2σ 복귀,1.5/3.0/288,지정가,493,38.5395537525355,0.7593317943198086,-0.206355506913992,-66.3072696347762,-71.75374670661715,2/13,0.8274524783049926,0.9602484633979046,-0.20091666907809602,-0.20091666907809602
VWAP 2σ 복귀,1.5/4.5/576,시장가,335,33.731343283582085,0.8860610244584464,-0.11615199316527645,-37.39895571163287,-50.9967698882632,5/13,0.9046473548463237,0.9758318684420718,-0.08977084398362545,-0.08977084398362545
VWAP 2σ 복귀,1.5/4.5/576,지정가,314,37.57961783439491,1.0799754122609195,0.07481439247032573,16.920265951068238,-32.13529071487567,8/13,0.8444208050651785,0.9543852193025002,0.12559019295841933,0.12559019295841933
